"Location Number","Location Name","Location Type","Address 1","Address 2","City","State","Zip Code","Telephone Number","District","Servicing Locations","Physical Close Date","Last Modified Date","Latitude","Longitude"
"1699","NRT CAROLINA FLD SVC","Store","7421 E INDEPENDENCE BLVD","","CHARLOTTE","NC - North Carolina","28227","864-809-0282","MISCELLANEOUS","718;84;777;65;618;1372","","08/08/2024","35.16186605","-80.73628118300493"
"1107","CHARLOTTE RIVRGTE NC","Store","14125 River Gate Pkwy","","Charlotte","NC - North Carolina","28273","704-587-1760","MMkt 251 Pineville","2358;84;777;65;2630;1372","","11/28/2024","0.0","0.0"
"1767","BLAKENEY NC","Store","9839 Rea Rd","","Charlotte","NC - North Carolina","28277","704-814-1739","MM 250 S Charlotte","2358;84;777;65;2630;1372","","11/28/2024","35.03457415","-80.80336785287966"
"174","FAYETTEVILLE NC","Store","2034 Skibo Rd","","Fayetteville","NC - North Carolina","28314","910-868-3707","MM 550 Fayettevlle","2358;84;777;65;2630;1372","","11/28/2024","35.05601645","-78.973397209192"
"601","ABERDEEN NC","Store","11088 N US Highway 15 501","100 Aberdeen Commons","Aberdeen","NC - North Carolina","28315","910-693-2745","MM 550 Fayettevlle","2358;84;777;65;2630;1372","","11/28/2024","0.0","0.0"
"378","WILMINGTON NC","Store","309 S College Rd","","Wilmington","NC - North Carolina","28403","910-790-2021","MM 552 Wilmington","2358;84;777;65;2630;1372","","11/28/2024","34.23609105","-77.87025119798702"
"805","JACKSONVILLE NC","Store","1116 Western Blvd","","Jacksonville","NC - North Carolina","28546","910-478-3145","MM 552 Wilmington","2358;84;777;65;2630;1372","","11/28/2024","34.7822275","-77.3944478"
"1451","MOREHEAD CITY NC","Store","5171 US Highway 70 W","","Morehead City","NC - North Carolina","28557","252-726-8238","MM 552 Wilmington","2358;84;777;65;2630;1372","","11/28/2024","0.0","0.0"
"425","HICKORY NC","Store","1884 Catawba Valley Blvd SE","","Hickory","NC - North Carolina","28602","828-261-0031","MMkt 251 Pineville","2358;84;777;65;2630;1372","","11/28/2024","35.7010015","-81.3099218"
"953","ASHEVILLE SOUTH NC","Store","10 McKenna Rd","","Arden","NC - North Carolina","28704","828-684-0485","MMkt 248 Asheville","2358;84;777;65;2630;1372","","11/28/2024","35.44685025","-82.53694621603654"
"1263","3PP RECOMM GP-NC","Store","165 One Genesis Way","","Spruce Pine","NC - North Carolina","28777","631-994-3200","MISCELLANEOUS","2358;84;777;65;2630;1372","","08/08/2024","0.0","0.0"
"1385","WAYNESVILLE NC","Store","45 Plaza Pl","","Waynesville","NC - North Carolina","28786","828-454-7038","MMkt 248 Asheville","2358;84;777;65;2630;1372","","11/28/2024","35.4653572","-83.01098014130775"
"445","ASHEVILLE NC","Store","83 S Tunnel Rd","","Asheville","NC - North Carolina","28805","828-298-2330","MMkt 248 Asheville","2358;84;777;65;2630;1372","","11/28/2024","35.5799845","-82.5241095"
"1466","LEXINGTON SC","Store","5135 Sunset Blvd","Ste V","Lexington","SC - South Carolina","29072","803-957-0590","MM 551 Columb Mall","2358;717;777;65;2630;1372","","11/28/2024","34.005964","-81.1949031"
"264","COLUMBIA SC","Store","370 Harbison Blvd","","Columbia","SC - South Carolina","29212","803-749-2188","MM 551 Columb Mall","2358;717;777;65;2630;1372","","11/28/2024","34.07619655","-81.1526933105263"
"1515","SPRING VALLEY SC","Store","10136 Two Notch Rd","Ste 109D","Columbia","SC - South Carolina","29229","803-462-6339","MM 551 Columb Mall","2358;717;777;65;2630;1372","","11/28/2024","34.1162916","-80.87898680421654"
"294","SPARTANBURG SC","Store","110 E Blackstock Rd","","Spartanburg","SC - South Carolina","29301","864-574-3038","MM 247 Wst Carolinas","2358;717;777;65;2630;1372","","11/28/2024","34.935111","-81.99249481497462"
"517","CHARLESTON SC","Store","7612 Rivers Ave","","North Charleston","SC - South Carolina","29406","843-553-9299","MM 561 West Ashley","2358;717;777;65;2630;1372","","11/28/2024","32.9415252","-80.03732388475065"
"1120","WEST ASHLEY SC","Store","1987 Sam Rittenberg Blvd","","Charleston","SC - South Carolina","29407","843-763-4338","MM 561 West Ashley","2358;717;777;65;2630;1372","","11/28/2024","32.79477315","-80.02629865442279"
"1428","SUMMERVILLE SC","Store","321 Azalea Square Blvd","","Summerville","SC - South Carolina","29483","843-486-5066","MM 561 West Ashley","2358;717;777;65;2630;1372","","11/28/2024","0.0","0.0"
"826","FLORENCE SC","Store","2701 David H McLeod Blvd","Ste 47","Florence","SC - South Carolina","29501","843-661-5199","MM 551 Columb Mall","2358;717;777;65;2630;1372","","11/28/2024","34.19061965","-79.82949818109299"
"855","MYRTLE BEACH SC","Store","1145 Oak Forest Ln","","Myrtle Beach","SC - South Carolina","29577","843-626-9357","MM 552 Wilmington","2358;717;777;65;2630;1372","","11/28/2024","33.7060609","-78.91822662566516"
"272","GREENVILLE SC","Store","1125 Woodruff Rd","Ste 1201","Greenville","SC - South Carolina","29607","864-329-1291","MM 247 Wst Carolinas","2358;717;777;65;2630;1372","","11/28/2024","34.830823550000005","-82.29811674088661"
"520","ANDERSON SC","Store","3601 Clemson Blvd","","Anderson","SC - South Carolina","29621","864-224-7702","MM 247 Wst Carolinas","2358;717;777;65;2630;1372","","11/28/2024","34.5516282","-82.68054711928046"
"894","ROCK HILL SC","Store","1775 Chamberside Dr","","Rock Hill","SC - South Carolina","29730","803-366-8000","MM 250 S Charlotte","2358;717;777;65;2630;1372","","11/28/2024","34.93875335","-80.97716874537157"
"664","BLUFFTON SC","Store","1007 Fording Island Rd","","Bluffton","SC - South Carolina","29910","843-815-5590","MM 558 Savannah","2358;717;777;65;2630;1372","","11/28/2024","32.258455","-80.850134"
"389","CONYERS GA","Store","1540 Dogwood Dr SE","","Conyers","GA - Georgia","30013","678-526-8199","MM 562 McDonough","718;717;777;65;618;1372","","11/28/2024","33.650023","-83.9933771"
"516","ALPHARETTA GA","Store","975 N Point Dr","RM 180","Alpharetta","GA - Georgia","30022","678-339-1321","MM 560 Alpharetta","718;717;777;65;618;1372","","11/28/2024","34.052205","-84.28451607718898"
"1408","CUMMING GA","Store","2085 Market Place Blvd","","Cumming","GA - Georgia","30041","678-947-0448","MM 560 Alpharetta","718;717;777;65;618;1372","","11/28/2024","34.19299475","-84.13019640830834"
"776","SNELLVILLE GA","Store","1679 Scenic Hwy N","Ste 100","Snellville","GA - Georgia","30078","770-810-2087","MM 553 Mall of GA","718;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"502","SMYRNA GA","Store","2460 Cobb Pkwy SE","","Smyrna","GA - Georgia","30080","770-859-9266","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"513","NORTHLAKE GA","Store","4135 Lavista Rd","Ste C100","Tucker","GA - Georgia","30084","770-939-7660","MM 566 Buckhead","718;717;777;65;618;1372","","11/28/2024","33.8456287","-84.24885"
"504","GWINNETT GA","Store","1875 Pleasant Hill Rd","","Duluth","GA - Georgia","30096","770-381-9494","MM 553 Mall of GA","718;717;777;65;618;1372","","11/28/2024","33.95080385","-84.13066590904475"
"1227","ATLANTA CALL CENTER","Store","1875 PLEASANT HILL RD","","DULUTH","GA - Georgia","30096","999-999-9999","MISCELLANEOUS","718;717;777;65;618;1372","","08/08/2024","33.95080385","-84.13066590904475"
"1159","ACWORTH GA","Store","3335 Cobb Pkwy NW","","Acworth","GA - Georgia","30101","678-574-4715","MISCELLANEOUS","718;717;777;65;618;1372","03/05/2022","08/08/2024","0.0","0.0"
"1186","CANTON GA","Store","1810 Cumming Hwy","Ste 600","Canton","GA - Georgia","30115","770-721-7599","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","34.2361997","-84.4615773"
"519","DOUGLASVILLE GA","Store","6875 Douglas Blvd","RM 519","Douglasville","GA - Georgia","30135","770-577-0930","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","33.72777755","-84.75788377005159"
"1486","HIRAM GA","Store","5025 Jimmy Lee Smith Pkwy","","Hiram","GA - Georgia","30141","678-567-0126","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","33.8897471","-84.74535289200837"
"501","KENNESAW GA","Store","850 Cobb Place Blvd NW","","Kennesaw","GA - Georgia","30144","770-424-7868","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","34.011392349999994","-84.57056350014074"
"2641","KENNESAW OUTLET","Store","2500 Cobb Place Lane NW","STE 320","Kennesaw","GA - Georgia","30144","470-689-6202","MM 554 Kennesaw","718;717;777;65;618;1372","","11/28/2024","34.0127165","-84.571927"
"668","MCDONOUGH GA","Store","1861 Jonesboro Rd","","McDonough","GA - Georgia","30253","770-914-1124","MM 562 McDonough","718;717;777;65;618;1372","","11/28/2024","33.46360395","-84.21805870297632"
"505","SOUTHLAKE GA","Store","1980 Mount Zion Rd","","Morrow","GA - Georgia","30260","770-472-8958","MM 562 McDonough","718;717;777;65;618;1372","","11/28/2024","33.565753900000004","-84.32374772726067"
"1037","NEWNAN GA","Store","312 Newnan Crossing Byp E","","Newnan","GA - Georgia","30265","678-423-7991","MM 562 McDonough","718;717;777;65;618;1372","","11/28/2024","33.35247290449252","-84.76676200732383"
"1049","PEACHTREE CITY GA","Store","2703 Hwy 54","","Peachtree City","GA - Georgia","30269","678-364-1025","MM 562 McDonough","718;717;777;65;618;1372","","11/28/2024","33.42710414591361","-84.55729518171596"
"896","EDGEWOOD GA","Store","1210 Caroline St NE","","Atlanta","GA - Georgia","30307","404-827-0137","MM 566 Buckhead","718;717;777;65;618;1372","","11/28/2024","33.75934255","-84.34874195458893"
"890","BUCKHEAD GA","Store","2537 Piedmont Rd NE","","Atlanta","GA - Georgia","30324","404-842-0938","MM 566 Buckhead","718;717;777;65;618;1372","","11/28/2024","33.8240856","-84.363139"
"503","PERIMETER GA","Store","1201 Hammond Dr NE","Ste C","Dunwoody","GA - Georgia","30346","770-391-4749","MM 560 Alpharetta","718;717;777;65;618;1372","","11/28/2024","33.9196491","-84.339716"
"2468","IHA MARKET 6","Store","500 Northridge Rd","Ste 690","Atlanta","GA - Georgia","30350","888-237-8289","MISCELLANEOUS","718;717;777;65;618;1372","05/01/2024","08/08/2024","0.0","0.0"
"1071","GAINESVILLE GA","Store","670 Dawsonville Hwy","","Gainesville","GA - Georgia","30501","770-297-2908","MM 553 Mall of GA","718;717;777;65;618;1372","","11/28/2024","34.2970489","-83.853424"
"618","ATLANTA - SVC","Store","1605 Broadmoor Blvd","STE 905","Buford","GA - Georgia","30518","770-614-6668","Atlanta North","718;717;72;65;618","","08/28/2024","34.10382661055239","-84.01983457198114"
"1233","ATLANTA SALE EVENT","Store","1605 Broadmoor Blvd NE","","Buford","GA - Georgia","30518","470-655-4100","MISCELLANEOUS","718;717;777;65;618;1372","","08/08/2024","34.10776913875113","-84.01718677795837"
"1690","ATLANTA FLD SVC","Store","1605 BROADMOOR BLVD","STE 905","BUFORD","GA - Georgia","30518","678-794-4325","MISCELLANEOUS","718;717;777;65;618;1372","","08/08/2024","34.10382661055239","-84.01983457198114"
"426","MALL OF GEORGIA GA","Store","3205 Woodward Crossing Blvd","Ste A","Buford","GA - Georgia","30519","770-614-0533","MM 553 Mall of GA","718;717;777;65;618;1372","","11/28/2024","34.07034005","-83.98187388941125"
"511","ATHENS GA","Store","1791 Oconee Connector","Ste 110","Athens","GA - Georgia","30606","706-354-2139","MM 553 Mall of GA","718;717;777;65;618;1372","","11/28/2024","33.91570745","-83.45291120993087"
"2483","AMER REMFG CO REFURB","Store","1840 Gordon Hwy","","Augusta","GA - Georgia","30904","999-999-9999","MISCELLANEOUS","718;717;777;65;618;1372","","08/08/2024","33.451233375870146","-82.03540309214475"
"507","AUGUSTA GA","Store","3667 Walton Way Ext","","Augusta","GA - Georgia","30909","706-733-9155","MM 551 Columb Mall","2358;717;777;65;2630;1372","","11/28/2024","0.0","0.0"
"2494","DUBLIN SEC MK WH","Store","100 BEST BUY DR","","DUBLIN","GA - Georgia","31021","999-999-9999","MISCELLANEOUS","718;717;777;65;618;1372","","08/08/2024","0.0","0.0"
"1185","WARNER ROBINS GA","Store","3040 Watson Blvd","","Warner Robins","GA - Georgia","31093","478-971-4445","MM 568 Macon","718;717;777;65;618;1372","","11/28/2024","32.619328249999995","-83.69280299760561"
"365","MACON GA","Store","4676 Presidential Pkwy","","Macon","GA - Georgia","31206","478-471-0900","MM 568 Macon","718;717;777;65;618;1372","","11/28/2024","32.817173","-83.712616"
"508","SAVANNAH GA","Store","7929 Abercorn St","Bldg 5","Savannah","GA - Georgia","31406","912-920-9240","MM 558 Savannah","2358;717;777;65;2630;1372","","11/28/2024","32.0032308","-81.1252784"
"789","VALDOSTA GA","Store","1705 Norman Dr","","Valdosta","GA - Georgia","31601","229-247-9079","MM 619 Tallahassee","728;717;777;65;618;1372","","11/28/2024","30.84308758930003","-83.3181389264612"
"843","COLUMBUS GA","Store","6499 Whittlesey Blvd","Ste C","Columbus","GA - Georgia","31909","706-322-3541","MM 596 Columbus","718;717;777;65;618;1372","","11/28/2024","32.549529500000006","-84.94067625356209"
"515","DAYTONA BEACH FL","Store","1900 W International Speedway","Ste 200","Daytona Beach","FL - Florida","32114","386-226-2267","MM 621 Melbourne","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"1763","LADY LAKE FL","Store","552 N US Hwy 27","","Lady Lake","FL - Florida","32159","352-674-2039","MM 618 Ocala","728;717;777;65;618;1372","","11/28/2024","28.936662493813543","-81.94035793147278"
"1475","JACKSONVILLE N FL","Store","13141 City Station Dr","Ste 133","Jacksonville","FL - Florida","32218","904-714-6087","MM 635 Saint Johns","728;717;777;65;618;1372","","11/28/2024","30.47566895","-81.64278657035028"
"429","JACKSONVILLE FL","Store","9355 Atlantic Blvd","","Jacksonville","FL - Florida","32225","904-725-7500","MISCELLANEOUS","728;717;777;65;618;1372","03/06/2021","08/08/2024","30.318319093750002","-81.5558730625"
"430","ORANGE PARK FL","Store","8151 Blanding Blvd","","Jacksonville","FL - Florida","32244","904-779-7474","MM 635 Saint Johns","728;717;777;65;618;1372","","11/28/2024","30.1985459","-81.7381383"
"1790","SAINT JOHNS FL","Store","4906 Town Center Pkwy","Ste 200","Jacksonville","FL - Florida","32246","904-928-1999","MM 635 Saint Johns","728;717;777;65;618;1372","","11/28/2024","30.256608","-81.5335116"
"350","THE AVENUES FL","Store","9930 Southside Blvd","","Jacksonville","FL - Florida","32256","904-519-7775","MM 635 Saint Johns","728;717;777;65;618;1372","","11/28/2024","30.1902227","-81.5542093"
"435","TALLAHASSEE FL","Store","1400 Apalachee Pkwy","","Tallahassee","FL - Florida","32301","850-942-2300","MM 619 Tallahassee","728;717;777;65;618;1372","","11/28/2024","30.437489","-84.25921487393539"
"857","PANAMA CITY FL","Store","1000 E 23rd St","","Panama City","FL - Florida","32405","850-767-5979","MM 617 Destin","718;717;777;65;618;1372","","11/28/2024","30.188347","-85.6442696"
"395","PENSACOLA FL","Store","5480 N 9th Ave","","Pensacola","FL - Florida","32504","850-969-0503","MM 617 Destin","718;717;777;65;618;1372","","11/28/2024","30.4773226","-87.206709"
"799","DESTIN FL","Store","34940 Emerald Coast Pkwy","Unit 150","Destin","FL - Florida","32541","850-269-2140","MM 617 Destin","718;717;777;65;618;1372","","11/28/2024","30.3870772","-86.4249534"
"424","GAINESVILLE FL","Store","3750 SW Archer Rd","","Gainesville","FL - Florida","32608","352-379-8500","MM 618 Ocala","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"509","ALTAMONTE SPRINGS FL","Store","597 W State Road 436","","Altamonte Springs","FL - Florida","32714","407-865-9977","MM 632 Winter Gard","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"608","SANFORD FL","Store","1501 Rinehart Rd","","Sanford","FL - Florida","32771","407-328-0468","MM 632 Winter Gard","728;717;777;65;618;1372","","11/28/2024","28.80139425","-81.32954072887725"
"157","EAST COLONIAL FL","Store","4601 E Colonial Dr","","Orlando","FL - Florida","32803","407-894-5003","MM 632 Winter Gard","728;717;777;65;618;1372","","11/28/2024","28.5547525","-81.32907536714163"
"3131","IHA MARKET 31","Store","4597 E COLONIAL DR","","ORLANDO","FL - Florida","32803","888-237-8289","MISCELLANEOUS","728;717;777;65;618;1372","05/02/2024","08/08/2024","28.553207604026845","-81.32923260402684"
"510","FLORIDA MALL FL","Store","8350 S Orange Blossom Trl","","Orlando","FL - Florida","32809","407-855-6114","MM 633 Kissimmee","728;717;777;65;618;1372","","11/28/2024","28.4437915","-81.4038023"
"571","WATERFORD LAKES FL","Store","845 N Alafaya Trl","","Orlando","FL - Florida","32828","407-482-8099","MM 633 Kissimmee","728;717;777;65;618;1372","","11/28/2024","28.430816039271328","-81.24028314225471"
"8222","SatRtl Hyatt Grand C","Store","1 Grand Cypress Blvd","","Orlando","FL - Florida","32836","999-999-9999","MISCELLANEOUS","728;717;777;65;618;1372","01/20/2024","07/06/2024","28.3820693","-81.51009677068883"
"1530","MILLENIA MALL FL","Store","4155 Millenia Blvd","","Orlando","FL - Florida","32839","407-248-2439","MM 633 Kissimmee","728;717;777;65;618;1372","","11/28/2024","28.4911387","-81.4311893"
"512","MELBOURNE FL","Store","1900 Evans Rd","Melbourne Square","Melbourne","FL - Florida","32904","321-768-6840","MM 621 Melbourne","728;717;777;65;618;1372","","11/28/2024","28.0798326","-80.6550539"
"816","VERO BEACH FL","Store","6156 20th St","","Vero Beach","FL - Florida","32966","772-778-0679","MM 621 Melbourne","728;717;777;65;618;1372","","11/28/2024","27.6412401","-80.4537489"
"555","HIALEAH FL","Store","4001 W 20th Ave","","Hialeah","FL - Florida","33012","305-819-0722","MM 710 Doral","728;717;777;65;618;1372","","11/28/2024","25.8584341","-80.32164042421087"
"559","PEMBROKE PINES FL","Store","11450 Pines Blvd","","Pembroke Pines","FL - Florida","33026","954-441-6135","MM 639 Sawgrass","728;717;777;65;618;1372","","11/28/2024","26.0063313","-80.3008355"
"1178","FLORIDA CITY FL","Store","33590 S Dixie Hwy","","Florida City","FL - Florida","33034","786-349-6446","MM 640 W Kendall","728;717;777;65;618;1372","","11/28/2024","25.45554685","-80.47656205995398"
"1424","MARGATE FL","Store","3300 NW 62nd Ave","","Margate","FL - Florida","33063","954-975-2857","MISCELLANEOUS","728;717;777;65;618;1372","03/02/2024","08/08/2024","26.2706078","-80.2052356"
"2550","MARGATE OUTLET","Store","3300 NW 62nd Ave","","Margate","FL - Florida","33063","954-917-6600","MM 704 Ft Lauderdl","728;717;777;65;618;1372","","11/28/2024","26.2706078","-80.2052356"
"1136","CORAL SPRINGS FL","Store","650 N University Dr","","Coral Springs","FL - Florida","33071","954-341-0256","MM 704 Ft Lauderdl","728;717;777;65;618;1372","","11/28/2024","26.2394592","-80.2558372"
"1498","MIAMI BEACH FL","Store","1131 5th St","","Miami Beach","FL - Florida","33139","305-535-8539","MM 643 Aventura","728;717;777;65;618;1372","","11/28/2024","25.7752785","-80.1396408"
"557","DADELAND FL","Store","8450 S Dixie Hwy","Dadeland Station","Miami","FL - Florida","33143","305-662-7073","MM 640 W Kendall","728;717;777;65;618;1372","","11/28/2024","25.6934294","-80.3058012"
"553","TROPICAIRE FL","Store","7751 Bird Rd","Tropicaire Shopping Center","Miami","FL - Florida","33155","305-267-9913","MM 710 Doral","728;717;777;65;618;1372","","11/28/2024","25.7340766","-80.3199008"
"1503","PINECREST FL","Store","11905 S Dixie Hwy","","Miami","FL - Florida","33156","305-971-5039","MISCELLANEOUS","728;717;777;65;618;1372","10/28/2023","08/08/2024","25.6601122","-80.3257089"
"1502","DORAL FL","Store","10760 NW 17th St","","Miami","FL - Florida","33172","786-845-2999","MM 710 Doral","728;717;777;65;618;1372","","11/28/2024","25.78928715","-80.37038442882175"
"628","MIAMI - SVC","Store","10900c NW 97th St","","Miami","FL - Florida","33178","305-420-1044","South Florida","718;84;72;65;628","","08/28/2024","0.0","0.0"
"1696","MIAMI FLD SVC","Store","10900 C NW 97TH ST","","MEDLEY","FL - Florida","33178","954-444-4835","MISCELLANEOUS","728;717;777;65;618;1372","","08/08/2024","0.0","0.0"
"558","AVENTURA FL","Store","21035 Biscayne Blvd","","Aventura","FL - Florida","33180","305-933-9025","MM 643 Aventura","728;717;777;65;618;1372","","11/28/2024","25.970409150000002","-80.14230761775138"
"552","WEST KENDALL FL","Store","12495 SW 88th St","","Miami","FL - Florida","33186","305-275-8338","MM 640 W Kendall","728;717;777;65;618;1372","","11/28/2024","25.68739685","-80.39545709110912"
"543","FORT LAUDERDALE FL","Store","1901 N Federal Hwy","","Fort Lauderdale","FL - Florida","33305","954-564-7733","MM 704 Ft Lauderdl","728;717;777;65;618;1372","","11/28/2024","26.1533482","-80.1194533"
"551","SAWGRASS FL","Store","12301 W Sunrise Blvd","Flamingo Shopping Center","Plantation","FL - Florida","33323","954-423-1999","MM 639 Sawgrass","728;717;777;65;618;1372","","11/28/2024","26.1471766","-80.3126866"
"3132","IHA MARKET 32","Store","12301 W SUNRISE BLVD","","PLANTATION","FL - Florida","33323","888-237-8289","MISCELLANEOUS","728;717;777;65;618;1372","05/02/2024","08/08/2024","26.1471766","-80.3126866"
"1258","DAVIE FL","Store","2200 S University Dr","","Davie","FL - Florida","33324","954-916-6999","MM 639 Sawgrass","728;717;777;65;618;1372","","11/28/2024","26.0924257","-80.2476289"
"550","WEST PALM BEACH FL","Store","1880 Palm Beach Lakes Blvd","","West Palm Beach","FL - Florida","33401","561-688-1944","MM 646 N Palm Beac","728;717;777;65;618;1372","","11/28/2024","26.719177950000002","-80.08780395"
"688","NORTH PALM BEACH FL","Store","11231 Legacy Ave","","Palm Beach Gardens","FL - Florida","33410","561-694-0366","MM 646 N Palm Beac","728;717;777;65;618;1372","","11/28/2024","26.83980379398728","-80.09265057416913"
"2686","YB Palm Beach Grd FL","Store","11375 Legacy Ave","Ste 110","Palm Beach Gardens","FL - Florida","33410","999-999-9999","MISCELLANEOUS","728;717;777;65;618;1372","","06/25/2024","26.842630240954335","-80.09021166866766"
"1168","WELLINGTON FL","Store","1040 S State Road 7","","Wellington","FL - Florida","33414","561-792-7323","MM 646 N Palm Beac","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"808","BOYNTON BEACH FL","Store","550 N Congress Ave","","Boynton Beach","FL - Florida","33426","561-752-1948","MM 646 N Palm Beac","728;717;777;65;618;1372","","11/28/2024","26.5324317","-80.08807060935735"
"554","BOCA RATON FL","Store","20540 State Road 7","Shadowood Square","Boca Raton","FL - Florida","33498","561-477-5367","MM 704 Ft Lauderdl","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"560","BRANDON FL","Store","116 Grand Regency Blvd","Regency Square","Brandon","FL - Florida","33510","813-643-1700","MM 711 South Tampa","728;717;777;65;618;1372","","11/28/2024","27.94224205","-82.32606399583648"
"1405","WESLEY CHAPEL FL","Store","5947 Wesley Grove Blvd","","Wesley Chapel","FL - Florida","33544","813-929-2100","MM 711 South Tampa","728;717;777;65;618;1372","","11/28/2024","28.244009849999998","-82.35275369528647"
"561","SOUTH TAMPA FL","Store","1725 N Dale Mabry Hwy","","Tampa","FL - Florida","33607","813-874-8814","MM 711 South Tampa","728;717;777;65;618;1372","","11/28/2024","27.9579907","-82.50381813989154"
"2678","YB Tampa FL","Store","111 S Dale Mabry Hwy","","Tampa","FL - Florida","33609","999-999-9999","MISCELLANEOUS","728;717;777;65;618;1373","","06/25/2024","27.9441045","-82.5057885"
"462","CITRUS PARK FL","Store","12675 Citrus Plaza Dr","","Tampa","FL - Florida","33625","813-792-1707","MM 711 South Tampa","728;717;777;65;618;1372","","11/28/2024","28.063253449999998","-82.57659959170036"
"565","ST PETERSBURG FL","Store","6600 22nd Avenue N","","Saint Petersburg","FL - Florida","33710","727-381-5223","MM 626 St Petersbg","728;717;777;65;618;1372","","11/28/2024","27.79039005","-82.73078113893507"
"564","CLEARWATER FL","Store","21415 US Highway 19 N","","Clearwater","FL - Florida","33765","727-669-0282","MM 626 St Petersbg","728;717;777;65;618;1372","","11/28/2024","27.98664842970522","-82.72973823612898"
"563","LAKELAND FL","Store","4215 US Highway 98 N","North Lake Plaza","Lakeland","FL - Florida","33809","863-859-0622","MM 711 South Tampa","728;717;777;65;618;1372","","11/28/2024","28.09496135","-81.9722639848005"
"1184","DAVENPORT FL","Store","6300 Grandview Pkwy","","Davenport","FL - Florida","33837","863-424-0589","MM 633 Kissimmee","728;717;777;65;618;1372","","11/28/2024","28.2366255","-81.6416148"
"1241","ORLANDO SALE EVENT","Store","8906 N Road 33","","Polk City","FL - Florida","33868","863-256-1311","MISCELLANEOUS","728;717;777;65;618;1372","","08/08/2024","0.0","0.0"
"1322","DAVENPORT SERVICE","Store","8906 N Road 33","DOCK DOOR #902","Polk City","FL - Florida","33868","863-256-1400","Orlando","728;717;777;65;1372","","08/08/2024","0.0","0.0"
"1229","GSCC DAVENPORT","Store","2314 WAVERLY BARN RD","","DAVENPORT","FL - Florida","33897","863-256-1311","MISCELLANEOUS","728;717;777;65;618;1372","","08/08/2024","0.0","0.0"
"1698","DAVENPORT FLD SVC","Store","2314 WAVERLY BARN RD","","DAVENPORT","FL - Florida","33897","863-256-1400","MISCELLANEOUS","728;717;777;65;618;1372","","08/08/2024","0.0","0.0"
"431","FORT MYERS FL","Store","5019 S Cleveland Ave","","Fort Myers","FL - Florida","33907","239-278-1298","MM 637 Naples","728;717;777;65;618;1372","","11/28/2024","26.5846438","-81.8698576"
"767","COCONUT POINT FL","Store","8000 Mediterranean Dr","","Estero","FL - Florida","33928","239-949-8146","MM 637 Naples","728;717;777;65;618;1372","","11/28/2024","26.4086407","-81.80994823713385"
"1539","PORT CHARLOTTE FL","Store","18700 Veterans Blvd","Unit 13","Port Charlotte","FL - Florida","33954","941-235-4199","MM 649 U Town Ctr","728;717;777;65;618;1372","","11/28/2024","27.0148396","-82.1456143"
"524","NAPLES FL","Store","6325 Naples Blvd","","Naples","FL - Florida","34109","239-597-8529","MM 637 Naples","728;717;777;65;618;1372","","11/28/2024","26.2214809","-81.7740643"
"1141","BRADENTON FL","Store","4210 14th St W","","Bradenton","FL - Florida","34205","941-755-8969","MM 649 U Town Ctr","728;717;777;65;618;1372","","11/28/2024","27.463591","-82.578082"
"562","SARASOTA FL","Store","4020 S Tamiami Trl","Glengarry Shoppes","Sarasota","FL - Florida","34231","941-923-3955","MM 649 U Town Ctr","728;717;777;65;618;1372","","11/28/2024","27.296343","-82.5323746"
"1452","UNIVERSITY TWN CR FL","Store","135 N Cattlemen Rd","","Sarasota","FL - Florida","34243","941-360-7959","MM 649 U Town Ctr","728;717;777;65;618;1372","","11/28/2024","27.3839681","-82.4579504"
"862","OCALA FL","Store","2499 SW 27th Ave","","Ocala","FL - Florida","34471","352-237-7995","MM 618 Ocala","728;717;777;65;618;1372","","11/28/2024","29.1638312","-82.1681069"
"1383","SPRING HILL FL","Store","1389 Wendy Ct","","Spring Hill","FL - Florida","34607","352-200-3478","MM 626 St Petersbg","728;717;777;65;618;1372","","11/28/2024","28.4547222","-82.632791"
"885","PORT RICHEY FL","Store","9409 US Highway 19","Ste 601","Port Richey","FL - Florida","34668","727-847-9338","MM 626 St Petersbg","728;717;777;65;618;1372","","11/28/2024","28.27026897456159","-82.72496814262658"
"1411","KISSIMMEE FL","Store","1620 W Osceola Pkwy","","Kissimmee","FL - Florida","34741","407-847-8617","MM 633 Kissimmee","728;717;777;65;618;1372","","11/28/2024","0.0","0.0"
"2642","OCOEE OUTLET","Store","9537 W Colonial Dr","","Ocoee","FL - Florida","34761","407-563-0383","MM 632 Winter Gard","728;717;777;65;618;1372","","11/28/2024","28.55328275","-81.51792869718643"
